index,artist,country,country_group,artwork,type,auction_house,auction_location,cm_x,cm_y,year_sold,month_sold,year_made,price_usd
27088,Reuven (Zelicovici) Rubin,Israel,Middle East,Camels drinking,work on paper,Sotheby's,new york,53.34,53.34,1987,4,1987,3250.0
14059,Cheri Cherin,Congo DRC,Central Africa,Les Tenants du Titre.,work on canvas,Cornette De Saint Cyr,france,116.9924,116.9924,2019,6,2019,4546.0
13838,Eli Kobeli,South Africa,Southern Africa,THE SUBURBS,work on paper,Stephan Welz & Co,johannesburg,65.9892,65.9892,2007,11,2007,1320.0
20203,Louai Kayyali,Syria,Middle East,Maloula in Late Winter,work on board,Bonhams,bond street,96.012,96.012,2020,6,2020,62870.0
31859,Ruth Schloss,Israel,Middle East,Mother and Son,work on board,Tiroche Auction House,kikar de shalif,59.9948,59.9948,2011,6,2011,4370.0
28910,Igael Tumarkin,Israel,Middle East,The Clock,work on paper,Tiroche Auction House,kikar de shalif,65.9892,65.9892,2013,6,2013,7475.0
24181,Yosl (Yosel) Bergner,Israel,Middle East,Blumenstrauß,work on canvas,"Dorotheum, Vienna",dorotheergasse,32.004,32.004,2007,1,2007,1233.0
41385,Farid Belkahia,Morocco,North Africa,LES ACROBATES,other,C.M.O.O.A,rue essanaani,59.9948,59.9948,2013,5,2013,32525.0
37696,Pinchas Abramovich,Israel,Middle East,Window,work on canvas,Montefiore Auction House,nachmani street,64.9986,64.9986,2013,4,2013,1093.0
12737,Christo Coetzee,South Africa,Southern Africa,PROFILE,work on paper,Stephan Welz & Co,johannesburg,48.9966,48.9966,2008,4,2008,842.0
17469,Geoffrey Ernest Katantazi,Uganda,East Africa,Jeune Fille,work on canvas,Bonhams,bond street,56.007,56.007,2017,10,2017,6555.0
6794,Hassan Hajjaj,Morocco,North Africa,CAMO ON DA ROOF,work on canvas,Sotheby's,bond street,129.0,129.0,2020,4,2020,8680.0
5952,Omar El Nagdi,Egypt,North Africa,Portrait de jeune fille,work on canvas,Bonhams,bond street,50.0,50.0,2018,4,2018,9940.0
10702,Jacob Hendrik Pierneef,South Africa,Southern Africa,"GOEWERNEURSWONING, PRETORIA",work on paper,Strauss & Co,cape town,34.0106,34.0106,2017,10,2017,4498.0
8871,Francois Krige,South Africa,Southern Africa,PEACHES IN A STRAW BASKET,work on canvas,Stephan Welz & Co,cape town,59.5122,59.5122,2009,10,2009,38330.0
33937,Fikret Mualla Saygı,Turkey,Middle East,Deux personnages assis,work on canvas,Francis Briest,blank,24.003,24.003,1999,10,1999,985.0
44023,Abdelkbir Rabi,Morocco,North Africa,COMPOSITION,work on canvas,C.M.O.O.A,rue essanaani,116.9924,116.9924,2009,6,2009,13790.0
3002,Walter Whall Battiss,South Africa,Southern Africa,Maria Takapoto,work on canvas,Stephan Welz & Co,johannesburg,27.0,27.0,2015,11,2015,840.0
40926,Hayv Kahraman,Iraq,Middle East,The Collective Cut,work on canvas,Christie's,dubai,172.9994,172.9994,2015,3,2015,100000.0
33555,Nabil Nahas,Lebanon,Middle East,Untitled,work on canvas,Phillips,new york,121.92,121.92,2019,2,2019,93750.0
10154,Jacob Hendrik Pierneef,South Africa,Southern Africa,THE VELD,work on canvas,Bonhams,bond street,34.3916,34.3916,2009,10,2009,26565.0
34361,Fikret Mualla Saygı,Turkey,Middle East,Conversation a trois,work on canvas,Piasa,paris,51.9938,51.9938,2001,11,2001,2709.0
10712,Jacob Hendrik Pierneef,South Africa,Southern Africa,JONKERSHOEK: STELLENBOSCH,work on canvas,Strauss & Co,cape town,35.5092,35.5092,2017,10,2017,93750.0
42834,Zvi Mairovich,Israel,Middle East,A portrait of a woman,work on canvas,Christie's,cornelis schuytstraat,50.0126,50.0126,2008,2,2008,4076.0
19235,Charles Hossein Zenderoudi,Iran,Middle East,Sans titre,work on paper,Christie's,avenue matignon,32.512,32.512,2008,6,2008,56730.0
21588,Latifa Echakhch,Morocco,North Africa,Tambour 102',work on canvas,Christie's,new york,173.0502,173.0502,2017,5,2017,112500.0
49413,Marcel Janco,Israel,Middle East,Sancho Panza,work on paper,Tiroche Auction House,kikar de shalif,56.9976,56.9976,2013,1,2013,2760.0
1147,Ben Enwonwu,Nigeria,West Africa,Ogolo,paintings,Arthouse Contemporary Limited,lagos,75.0,52.0,2017,5,2017,69000.0
32721,Michal Na'aman,Israel,Middle East,"Eretz Ochelet Yoshveia', 1974",work on paper,Matsart Auctioneers & Appraisers,king david st.,29.9974,29.9974,2018,11,2018,446.0
46990,Dim Yuz,Israel,Middle East,Pomelo,work on canvas,Matsart Auctioneers & Appraisers,king david st.,40.005,40.005,2013,9,2013,480.0
11660,Irma Stern,South Africa,Southern Africa,XHOSA WOMEN,work on paper,Stephan Welz & Co,johannesburg,29.9974,29.9974,1998,11,1998,4332.0
47482,Sirak Melkonian,Iran,Middle East,SANS TITRE,work on paper,"Tajan, Paris",rue des mathurins,38.989,38.989,2008,4,2008,1933.0
5913,Goncalo Mabunda,Mozambique,East Africa,O Rosto De Um Trono Elegante,work on canvas,C.M.O.O.A,blank,75.0,75.0,2012,3,2012,18000.0
16435,Malangatana Valente Ngwenya,Mozambique,East Africa,Untitled,work on canvas,Veritas Art Auctioneers,av. elias garcia,78.994,78.994,2016,11,2016,6535.0
31557,Ruth Schloss,Israel,Middle East,Figures in the Street,work on canvas,Montefiore Auction House,nachmani street,46.99,46.99,2015,12,2015,900.0
9041,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,TOWNSHIP SCENE,work on canvas,Stephan Welz & Co,cape town,103.505,103.505,2017,10,2017,10210.0
26996,Reuven (Zelicovici) Rubin,Israel,Middle East,LANDSCAPE,work on paper,Sotheby's,new york,45.72,45.72,2009,11,2009,15000.0
22879,Soly Cisse,Senegal,West Africa,Monde Perdu 2,work on paper,Piasa,paris,64.008,64.008,2020,2,2020,751.0
22239,Pierre Bodo,Congo DRC,Central Africa,"Le voyage du pélerin, 2001",work on canvas,Phillips de Pury & Co.,west 15th street,189.865,189.865,2010,5,2010,6250.0
7851,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,STUDY OF SITTING FIGURES AND GEESE (RECTO); STUDY OF A WOMAN WITH,work on canvas,Stephan Welz & Co,johannesburg,10.0076,10.0076,2015,4,2015,585.0
29723,Yaacov (Gibstein) Agam,Israel,Middle East,Expended in Infinite Progression,work on paper,Christie's,new york,100.33,100.33,2011,3,2011,4375.0
33079,Mona Hatoum,Lebanon,Middle East,Untitled (Willow cage),mixed media,Christie's,new york,53.34,53.34,2009,9,2009,18750.0
22377,Conrad Botes,South Africa,Southern Africa,Like a Virgin,work on paper,Russell Kaplan Auctioneers,johannesburg,13.4874,13.4874,2018,6,2018,285.0
21006,Hussein Madi,Lebanon,Middle East,"Untitled, 1973",work on paper,Wannenes Art Auctions,palazzo del melograno,50.0126,50.0126,2019,6,2019,10685.0
49052,Marcel Janco,Israel,Middle East,nude Dada,work on paper,Artmark,str. ca rosetti,17.7038,17.7038,2017,3,2017,3265.0
31341,Tal R,Israel,Middle East,Polar Grammer,work on canvas,Sotheby's,new york,203.2,203.2,2006,11,2006,180000.0
8232,Dylan Lewis,South Africa,Southern Africa,WALKING TIGER MAQUETTE,work on canvas,Bonhams,bond street,43.0022,43.0022,2020,10,2020,10595.0
32542,Moshe Elazar Castel,Israel,Middle East,UR,work on canvas,Sotheby's,new york,55.88,55.88,1995,6,1995,9000.0
14069,Cheri Cherin,Congo DRC,Central Africa,"AMBIANCE NON STOP, 2012",work on canvas,Cornette De Saint Cyr,france,121.9962,121.9962,2013,4,2013,1436.0
2083,Ragheb Ayad,Egypt,North Africa,Viterbo,paintings,Sotheby's,london,57.0,42.0,2019,10,2019,6560.0
9660,Dumile Feni,South Africa,Southern Africa,LADIES HEADS,work on paper,Bonhams,england,49.5046,49.5046,2010,10,2010,2833.0
13383,Cheri Samba,Congo DRC,Central Africa,Lost inheritance. 1992.,work on canvas,Lhomme,belgium,111.9886,111.9886,2020,6,2020,5610.0
13876,Lucas Tandokwazi Sithole,South Africa,Southern Africa,Can't believe it!' ('Pregnant'),sculpture,Bonhams,bond street,11.9888,11.9888,2015,3,2015,24310.0
15463,Titta Fasciotti,South Africa,Southern Africa,AN ALLEYWAY LEADING UP TO STAIRS,work on board,Stephan Welz & Co,cape town,38.989,38.989,2016,6,2016,400.0
3012,Walter Whall Battiss,South Africa,Southern Africa,Male Nude and Cat,work on canvas,Russell Kaplan Auctioneers,johannesburg,19.0,19.0,2015,10,2015,342.0
48124,Reuven (Zelicovici) Rubin,Israel,Middle East,Pomegranate and grapes,work on paper,Matsart Auctioneers & Appraisers,king david st.,30.988000000000003,30.988000000000003,2014,5,2014,33600.0
1752,Alex Nwokolo,Nigeria,West Africa,The Delegate,paintings,Bonhams,bond street,98.0,99.5,2016,5,2016,7290.0
19956,Paul Guiragossian,Lebanon,Middle East,Jour d'Eté,work on paper,Christie's,"london, king street",50.0126,50.0126,2020,11,2020,39570.0
44483,Raffi Lavie,Israel,Middle East,"Ilana and Rafi,1972",work on canvas,Matsart Auctioneers & Appraisers,king david st.,72.9996,72.9996,2011,12,2011,3360.0
40428,Joshua Neustein,Israel,Middle East,Abstract,work on paper,Ben-Ami,blank,99.9998,99.9998,2006,3,2006,1300.0
34436,Fikret Mualla Saygı,Turkey,Middle East,"Verre, fiasque et fruits",work on canvas,Rossini,rue drouot,18.4912,18.4912,2009,11,2009,1643.0
7099,Gerard Sekoto,South Africa,Southern Africa,THE AFTERNOON,work on canvas,Bonhams,new york,53.34,53.34,2020,9,2020,26325.0
13529,"Monsengwo Kejwamfi ""Moke""",Congo DRC,Central Africa,After the speech of 24 April - 1990,work on canvas,Artcurial,france,142.0114,142.0114,2018,12,2018,21835.0
9003,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,MAN WITH STICK,work on canvas,Bonhams,bond street,59.0042,59.0042,2009,10,2009,22770.0
23918,Wopko Jensma,South Africa,Southern Africa,Head,work on paper,Russell Kaplan Auctioneers,johannesburg,16.9926,16.9926,2016,12,2016,285.0
28718,Shafic Abboud,Lebanon,Middle East,THE MOUSE CHILD,work on paper,Sotheby's,new york,33.02,33.02,2011,3,2011,7500.0
42356,Mohammad Bozorgi,Iran,Middle East,Oil Art,work on canvas,Ayyam Auctions,ayyam art center,159.9946,159.9946,2014,5,2014,10800.0
42074,Kim Tkatch,Russia,Europe,Jaffa,work on canvas,Tiroche Auction House,kikar de shalif,121.9962,121.9962,2015,2,2015,1610.0
1318,Dominique Zinkpe,Benin,West Africa,Untitled,paintings,Cornette de Saint Cyr,paris,79.0,99.0,2019,12,2019,6668.0
36914,Eliahou Eric Bokobza,Israel,Middle East,Travel Map,work on paper,Tiroche Auction House,kikar de shalif,72.009,72.009,2011,1,2011,4830.0
8698,Francois Krige,South Africa,Southern Africa,"KLEIN LEEUKOPPIE, HOUT BAY",work on canvas,Stephan Welz & Co,johannesburg,35.9918,35.9918,2015,8,2015,3922.0
21784,Gastineau Massamba,Congo DRC,Central Africa,Chaos' (2016),work on canvas,Bonhams,bond street,102.997,102.997,2017,10,2017,6225.0
19879,Paul Guiragossian,Lebanon,Middle East,Untitled,work on paper,Christie's,dubai,44.5008,44.5008,2018,3,2018,5250.0
22409,Conrad Botes,South Africa,Southern Africa,Senza titolo,paintings,Capitolium Art,via carlo cattaneo,35.9918,35.9918,2012,12,2012,556.0
11991,Irma Stern,South Africa,Southern Africa,BRINGING IN THE NETS,work on paper,Strauss & Co,johannesburg,62.992,62.992,2012,6,2012,31710.0
19191,Charles Hossein Zenderoudi,Iran,Middle East,Untitled,work on canvas,Christie's,dubai,96.4946,96.4946,2008,10,2008,500000.0
12909,Frans David Oerder,South Africa,Southern Africa,The afternoon nap,work on paper,AAG Arts & Antiques Group,netherland,35.9918,35.9918,2010,11,2010,3561.0
21437,Reza Derakshani,Iran,Middle East,Fill My Sleeve with Unseen Pearls',work on canvas,Butterscotch Auction Gallery,pound ridge,64.77,64.77,2019,7,2019,7000.0
44196,Nir Hod,Israel,Middle East,Daniela,work on canvas,Christie's,old brompton road,243.9924,243.9924,2013,4,2013,9525.0
26605,Reuven (Zelicovici) Rubin,Israel,Middle East,Madonna with pomegranate,work on canvas,Matsart Auctioneers & Appraisers,king david st.,53.4924,53.4924,2012,11,2012,60000.0
28876,Igael Tumarkin,Israel,Middle East,Tower of Babel,work on paper,Tiroche Auction House,kikar de shalif,59.0042,59.0042,2015,1,2015,1725.0
34103,Fikret Mualla Saygı,Turkey,Middle East,Au cafe,work on canvas,Laurin Guilloux Buffetaud Tailleur,rue drouot,37.0078,37.0078,1995,12,1995,1374.0
15613,Titta Fasciotti,South Africa,Southern Africa,Outeniqua Mountain,work on board,Strauss & Co,cape town,50.0126,50.0126,2015,10,2015,2248.0
43214,Zvi Mairovich,Israel,Middle East,Woman,work on canvas,Tiroche Auction House,kikar de shalif,37.9984,37.9984,2010,7,2010,1725.0
62,Bruce Onobrakpeya,Nigeria,West Africa,Untitled,sculpture,Arthouse Contemporary Limited,lagos,72.0,28.0,2018,3,2018,1150.0
43538,Avigdor Arikha,Israel,Middle East,Anne in the Library,work on paper,Montefiore Auction House,nachmani street,25.5016,25.5016,2012,9,2012,1495.0
27026,Reuven (Zelicovici) Rubin,Israel,Middle East,FLUTE PLAYER ON DONKEY,work on canvas,Sotheby's,new york,50.8,50.8,2007,12,2007,79000.0
16346,Malangatana Valente Ngwenya,Mozambique,East Africa,Human and animal forms,work on canvas,Bonhams,bond street,142.0114,142.0114,2013,5,2013,7145.0
34161,Fikret Mualla Saygı,Turkey,Middle East,Le pecheur,work on canvas,Lombrail Teucquam,rue de provence,24.003,24.003,1990,6,1990,1753.0
29759,Yaacov (Gibstein) Agam,Israel,Middle East,Red Movement,paintings,Clars Auction Gallery,blank,7.62,7.62,2018,11,2018,39975.0
21570,Reza Derakshani,Iran,Middle East,Sans titre,work on paper,Millon & Associes,paris,89.9922,89.9922,2017,11,2017,5870.0
28789,Igael Tumarkin,Israel,Middle East,"Untitled, 1960",work on board,Tiroche Auction House,kikar de shalif,45.0088,45.0088,2019,1,2019,1416.0
33820,Fikret Mualla Saygı,Turkey,Middle East,Nu à l'atelier et étude d'un personnage sur un banc,work on paper,De Baecque & Associés,rue vendôme,19.9898,19.9898,2010,4,2010,135.0
4813,Carl Adolph Buchner,South Africa,Southern Africa,Figures by Moonlight,work on canvas,Strauss & Co,cape town,60.0,60.0,2011,9,2011,6120.0
28189,Adel Abidin,Iraq,Middle East,I'M SORRY,sculpture,Sotheby's,al-markhiya street,170.9928,170.9928,2013,4,2013,68750.0
33560,Nabil Nahas,Lebanon,Middle East,COLOR BLIND,work on canvas,Sotheby's,al-markhiya street,121.8946,121.8946,2015,4,2015,118750.0
45379,Pinchas Litvinovsky,Israel,Middle East,Children Playing,work on canvas,Montefiore Auction House,nachmani street,45.9994,45.9994,2017,7,2017,2400.0
47555,Mohammad Ehsai,Iran,Middle East,He Is The Merciful,work on canvas,Christie's,dubai,346.9894,346.9894,2008,4,2008,1161000.0
22639,Tahia Halim,Egypt,North Africa,Al Murakibi (The Boatman),work on canvas,Christie's,dubai,96.4946,96.4946,2016,10,2016,43750.0
8934,Francois Krige,South Africa,Southern Africa,"VIEW FROM THE ARTIST'S STUDIO, MONTAGU",work on canvas,Stephan Welz & Co,cape town,94.488,94.488,2007,10,2007,68470.0
45616,Raffi Lavie,Israel,Middle East,King David,work on canvas,Tiroche Auction House,rothschild boulevard,50.0126,50.0126,2014,1,2014,14950.0
37624,Pinchas Abramovich,Israel,Middle East,Abstract,work on canvas,Matsart Auctioneers & Appraisers,king david st.,35.0012,35.0012,2016,11,2016,288.0
14340,Errol Stephen Boyley,Congo DRC,Central Africa,STILL LIFE WITH ORIENTAL CERAMICS AND VESSELS,work on board,Stephan Welz & Co,cape town,89.0016,89.0016,2015,10,2015,3454.0
42667,fahl el-nissa zeid,Turkey,Middle East,Landscape,work on paper,Bonhams,bond street,30.988000000000003,30.988000000000003,2018,10,2018,8055.0
7142,Gerard Sekoto,South Africa,Southern Africa,LADY IN RED,work on canvas,Aspire Art Auctions,johannesburg,29.4894,29.4894,2019,6,2019,67110.0
13015,Frans David Oerder,South Africa,Southern Africa,DUNE LANDSCAPE,work on canvas,Sotheby's,netherland,54.99100000000001,54.99100000000001,2005,3,2005,1580.0
10035,Jacob Hendrik Pierneef,South Africa,Southern Africa,HOMESTEAD,work on canvas,Bonhams,bond street,62.0014,62.0014,2015,3,2015,44880.0
9675,Dumile Feni,South Africa,Southern Africa,WHY?,work on paper,Bonhams,england,15.494000000000002,15.494000000000002,2008,9,2008,2127.0
4806,Carl Adolph Buchner,South Africa,Southern Africa,Portrait of a Girl,work on canvas,Strauss & Co,cape town,17.0,17.0,2011,9,2011,699.0
33245,Manoucher Yektai,Iran,Middle East,Untitled,work on canvas,Christie's,dubai,50.8,50.8,2019,3,2019,37500.0
39383,Menashe Kadishman,Israel,Middle East,Birth,work on paper,Montefiore Auction House,nachmani street,34.0106,34.0106,2018,2,2018,264.0
17382,Ernesto Shikhani,Mozambique,East Africa,MOZAMBICAN UNTITLED,work on canvas,Sotheby's,bond street,99.9998,99.9998,2019,4,2019,7385.0
31061,Yohanan Simon,Israel,Middle East,Figures on Herzliya Beach,work on canvas,Tiroche Auction House,kikar de shalif,29.9974,29.9974,2013,1,2013,6325.0
16728,Gladys Mgudlandlu,South Africa,Southern Africa,Bantu women carrying baskets,work on paper,Bonhams,bond street,54.99100000000001,54.99100000000001,2009,10,2009,12650.0
33316,Manoucher Yektai,Iran,Middle East,UNTITLED,work on canvas,Sotheby's,bond street,121.9962,121.9962,2017,4,2017,104250.0
20597,Ron Arad,Israel,Middle East,"This Mortal Coil', c. 1993",sculpture,Phillips de Pury & Co.,albermarle street,154.94,154.94,2008,9,2008,60160.0
25020,Yosl (Yosel) Bergner,Israel,Middle East,Spice Box,work on canvas,Montefiore Auction House,nachmani street,55.499,55.499,2010,7,2010,8330.0
689,Tony Enebeli,Nigeria,West Africa,Okpor (The Staff),work on board,Arthouse Contemporary Limited,lagos,55.12,24.02,2016,11,2016,2875.0
44024,Abdelkbir Rabi,Morocco,North Africa,LA CALÈCHE,work on canvas,C.M.O.O.A,rue essanaani,80.01,80.01,2009,4,2009,15585.0
15601,Titta Fasciotti,South Africa,Southern Africa,THE TEA PARTY,work on canvas,Stephan Welz & Co,johannesburg,50.0126,50.0126,2007,11,2007,12375.0
20473,Farhad Moshiri,Iran,Middle East,UNTITLED (TINY GOLDEN JAR),work on canvas,Sotheby's,commercialbank plaza,81.3054,81.3054,2014,10,2014,46875.0
11192,Irma Stern,South Africa,Southern Africa,ZULU GIRL,work on canvas,Bonhams,bond street,48.006,48.006,2012,3,2012,725565.0
4395,George Lilanga Di Nyama,Tanzania,East Africa,Shida hii ya maji ...,work on canvas,Artesegno Auctions,blank,61.0,61.0,2013,11,2013,542.0
7245,Gerard Sekoto,South Africa,Southern Africa,CONVICTS CUTTING THE HEDGE,work on canvas,Strauss & Co,cape town,21.9964,21.9964,2016,3,2016,40200.0
49746,Marcel Janco,Israel,Middle East,EIN HOD,work on canvas,Sotheby's,new york,38.2016,38.2016,2006,3,2006,18000.0
35932,Louay Kayyali,Syria,Middle East,The Laundrette,work on panel,Christie's,dubai,102.7938,102.7938,2008,4,2008,43000.0
48828,Reuven (Zelicovici) Rubin,Israel,Middle East,Vase of flowers,work on paper,Christie's,new york,30.48,30.48,1990,11,1990,4000.0
47391,Dia al-Azzawi,Iraq,Middle East,Untitled,work on board,Leclere Marseille,rue vincent courdouan,67.4878,67.4878,2015,3,2015,65410.0
24804,Yosl (Yosel) Bergner,Israel,Middle East,The Masks of Yesteday,work on canvas,Montefiore Auction House,nachmani street,50.0126,50.0126,2019,9,2019,1800.0
46999,Dim Yuz,Israel,Middle East,Landscape,work on canvas,Montefiore Auction House,nachmani street,50.0126,50.0126,2018,2,2018,360.0
6898,Kelani Abass,Nigeria,West Africa,AWURE OJA,work on canvas,Arthouse Contemporary Limited,lagos,91.5,91.5,2017,11,2017,2475.0
546,Kolade Oshinowo,Nigeria,West Africa,Divine Intervention,paintings,Bonhams,bond street,90.0,60.0,2016,5,2016,8200.0
9357,George Milwa Mnyaluza Pemba,South Africa,Southern Africa,XHOSA WOMEN HARVESTING WHEAT,work on canvas,Strauss & Co,cape town,59.5122,59.5122,2017,10,2017,27270.0
44416,Yitzhak Frenkel-Frenel,Israel,Middle East,Femme Pensive,work on canvas,Kamelot Auctions,philadelphia,46.355,46.355,2011,2,2011,1900.0
48417,Reuven (Zelicovici) Rubin,Israel,Middle East,Portrait of Harry Abrams,work on paper,Phillips de Pury & Co.,west 15th street,60.452,60.452,2010,4,2010,688.0
22343,Andre Francois van Vuuren,South Africa,Southern Africa,CHARMED,work on board,Stephan Welz & Co,johannesburg,44.5008,44.5008,2015,8,2015,649.0
4633,Carl Adolph Buchner,South Africa,Southern Africa,Portrait of a Man,work on canvas,Stephan Welz & Co,johannesburg,26.0,26.0,2017,2,2017,601.0
33637,Myriam Dauber,Israel,Middle East,Girl at a Ball 1987,paintings,Tiroche Auction House,kikar de shalif,11.9888,11.9888,2016,7,2016,460.0
3108,Walter Whall Battiss,South Africa,Southern Africa,Landscape with birds and horse,work on canvas,Russell Kaplan Auctioneers,johannesburg,36.0,36.0,2015,2,2015,171.0
32211,Moshe Elazar Castel,Israel,Middle East,"Tehilim:19, 1958",work on canvas,Matsart Auctioneers & Appraisers,king david st.,81.0006,81.0006,2011,6,2011,14950.0
45754,Yitzhak Frenkel-Frenel,Israel,Middle East,Safed Landscape,work on canvas,Tiroche Auction House,kikar de shalif,54.99100000000001,54.99100000000001,2015,6,2015,2185.0
8275,Dylan Lewis,South Africa,Southern Africa,LEOPARD CHASING BUCK II,work on canvas,Christie's,"london, king street",340.0044,340.0044,2019,9,2019,84925.0
11711,Irma Stern,South Africa,Southern Africa,FIGURES IN PATHWAY,work on paper,Stephan Welz & Co,johannesburg,29.9974,29.9974,1991,5,1991,7165.0
16243,Kibwanga Mwenze,Congo DRC,Central Africa,Les oiseaux et le nid,work on canvas,"Hotel de Ventes Horta, Brussels",av. de roodebeek,50.0126,50.0126,2016,4,2016,848.0
11602,Irma Stern,South Africa,Southern Africa,"A WOODED LANDSCAPE, BUILDING BEYOND",work on paper,Stephan Welz & Co,johannesburg,29.0068,29.0068,2007,11,2007,16500.0
5675,Sam Nhlengethwa,South Africa,Southern Africa,Homage to Mankunku Ngozi,work on canvas,Strauss & Co,cape town,84.0,84.0,2012,10,2012,6830.0
37538,Parviz Tanavoli,Iran,Middle East,Bluebird,sculpture,Christie's,dubai,24.003,24.003,2013,4,2013,27500.0
21892,Robert Hodgins,South Africa,Southern Africa,FIGURE ON A BEACH,work on canvas,Stephan Welz & Co,cape town,59.9948,59.9948,2014,2,2014,32580.0
6415,Steve Bandoma,Congo DRC,Central Africa,Kufa Nsbni (from the Cassius Clay series),work on canvas,Piasa,paris,100.5,100.5,2020,2,2020,3758.0
11376,Irma Stern,South Africa,Southern Africa,MUSLIM BOYS READING THE KORAN,work on paper,Bonhams,bond street,47.49800000000001,47.49800000000001,2008,1,2008,49660.0
16203,Kibwanga Mwenze,Congo DRC,Central Africa,Personnages,work on canvas,Carvajal,boulevard du maréchal foch,80.01,80.01,2019,4,2019,669.0
9841,Pierre Bodo,Congo DRC,Central Africa,"FORÊT DU SAPE , 2009",work on canvas,Phillips de Pury & Co.,england,100.33,100.33,2010,5,2010,1375.0
35419,Charles Hossein Zenderoudi,Iran,Middle East,First Name,work on canvas,Christie's,dubai,208.9912,208.9912,2007,10,2007,457000.0
43800,Samuel Bak,Israel,Middle East,Childhood memories,work on paper,Gordon Galleries,ben yehuda street,48.006,48.006,2001,1,2001,9200.0
7808,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,STILL LIFE WITH TWO ARUM LILIES AND A LEAF IN VASE,work on canvas,Strauss & Co,cape town,33.5026,33.5026,2016,10,2016,14490.0
34777,Bedri Rahmi Eyüboğlu,Turkey,Middle East,Yellow and Grey,work on board,Hindman,west lake street,71.12,71.12,2010,5,2010,8540.0
27193,Reuven (Zelicovici) Rubin,Israel,Middle East,Olive Trees in the Galilee,work on canvas,Tiroche Auction House,kikar de shalif,45.9994,45.9994,2017,6,2017,46000.0
30588,Yohanan Simon,Israel,Middle East,"Family in the Kibbutz, 1950",work on canvas,Matsart Auctioneers & Appraisers,king david st.,45.0088,45.0088,2015,12,2015,29520.0
6572,Ibrahim Mahama,Ghana,West Africa,GP XX,work on canvas,Sotheby's,bond street,341.0,341.0,2020,10,2020,38800.0
23092,Rom Isichei,Nigeria,West Africa,AMBITION,work on canvas,Arthouse Contemporary Limited,lagos,102.0064,102.0064,2017,5,2017,6520.0
42351,Halim Karabibene,Tunisia,North Africa,The Return of the Prodigal Son,work on canvas,Christie's,dubai,119.9896,119.9896,2014,10,2014,22500.0
48524,Reuven (Zelicovici) Rubin,Israel,Middle East,Hassidic Musicians,work on canvas,Matsart Auctioneers & Appraisers,king david st.,53.0098,53.0098,2008,5,2008,15600.0
17245,Cyprien Tokoudagba,Benin,West Africa,Aziza,work on canvas,Bonhams,bond street,75.0062,75.0062,2016,10,2016,6195.0
27164,Reuven (Zelicovici) Rubin,Israel,Middle East,Horses,work on canvas,Tiroche Auction House,kikar de shalif,45.9994,45.9994,2019,6,2019,42480.0
16954,Pilipili Mulongoy,Congo DRC,Central Africa,Deux oiseaux,work on paper,Rops,chaussee de waterloo,50.0126,50.0126,2015,4,2015,901.0
2592,Walter Whall Battiss,South Africa,Southern Africa,Abstract in Red and Blue,work on canvas,Strauss & Co,johannesburg,61.0,61.0,2019,11,2019,5200.0
31948,Moshe Elazar Castel,Israel,Middle East,Personage,sculpture,Christie's,weizmann street,24.003,24.003,2000,4,2000,3600.0
25254,Yosl (Yosel) Bergner,Israel,Middle East,"Performance, 1967",paintings,Tiroche Auction House,kikar de shalif,24.003,24.003,2018,1,2018,34500.0
7631,Gerard Sekoto,South Africa,Southern Africa,THREE TOWNSHIP MUSICIANS,work on canvas,Stephan Welz & Co,johannesburg,46.99,46.99,2002,5,2002,2758.0
14418,Errol Stephen Boyley,Congo DRC,Central Africa,FARMHOUSE IN A VAST LANDSCAPE,work on canvas,Stephan Welz & Co,johannesburg,59.9948,59.9948,2015,8,2015,2812.0
38102,Haya Graetz Ran,Israel,Middle East,Mothers and children,work on paper,Matsart Auctioneers & Appraisers,king david st.,40.005,40.005,2019,7,2019,153.0
19169,Charles Hossein Zenderoudi,Iran,Middle East,VAKKA LALAK,work on canvas,Christie's,dubai,97.0026,97.0026,2013,4,2013,150000.0
540,Kolade Oshinowo,Nigeria,West Africa,Untitled,paintings,Bonhams,bond street,54.5,74.5,2019,3,2019,6560.0
12029,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Head 1983,sculpture,Aspire Art Auctions,johannesburg,89.9922,89.9922,2019,3,2019,94675.0
18724,Claudio Nelson (Camus) Bravo,Morocco,North Africa,"Pyramids, 1991",work on paper,Phillips,new york,49.9618,49.9618,2016,5,2016,80000.0
23617,Hennie Niemann,South Africa,Southern Africa,A Girl with a Flower,work on canvas,5th Avenue Auctioneers,johannesburg,16.002,16.002,2016,7,2016,326.0
18971,Mohammad Ehsai,Iran,Middle East,Untitled,work on canvas,Christie's,dubai,199.9996,199.9996,2013,10,2013,341000.0
25389,Yosl (Yosel) Bergner,Israel,Middle East,Children by the Window,work on canvas,Tiroche Auction House,kikar de shalif,51.0032,51.0032,2014,6,2014,10500.0
5437,Peter Clarke,South Africa,Southern Africa,"Young Boy, Simon's Town",work on canvas,Stephan Welz & Co,cape town,21.5,21.5,2016,6,2016,9170.0
